location,total_sqft,bath,bhk,price,price_per_sqft
Seattle,1240,1.75,3,380000,306.4516129032258
Renton,820,1.0,2,265000,323.1707317073171
Seattle,1890,1.0,2,645500,341.53439153439155
Seattle,1270,2.0,3,570000,448.81889763779526
Bellevue,3350,2.5,4,1200000,358.2089552238806
Seattle,1550,1.0,2,605000,390.3225806451613
Auburn,920,1.0,3,199500,216.84782608695653
Seattle,950,1.0,2,445000,468.42105263157896
Seattle,2040,1.75,4,495000,242.64705882352942
Seattle,1870,1.75,4,594000,317.6470588235294
Seattle,1720,1.75,3,465000,270.3488372093023
Enumclaw,1020,1.0,2,160000,156.86274509803923
Auburn,2690,2.5,4,340000,126.39405204460967
Redmond,3090,2.0,4,870000,281.5533980582524
Seattle,1070,1.5,3,249000,232.71028037383178
Kirkland,2050,2.25,4,500000,243.90243902439025
Auburn,1660,1.5,3,220000,132.53012048192772
Renton,2810,1.75,5,368500,131.1387900355872
Kent,2460,2.25,4,439950,178.84146341463415
Auburn,1230,1.75,3,179900,146.260162601626
Bothell,2360,2.5,4,490000,207.6271186440678
Bellevue,1730,1.75,4,425000,245.66473988439307
North Bend,2770,2.5,4,533300,192.52707581227438
Seattle,1770,2.0,4,447500,252.82485875706215
Bellevue,3030,2.75,5,768000,253.46534653465346
Seattle,2380,1.75,3,285000,119.74789915966386
Duvall,1780,1.75,3,336900,189.26966292134833
Kirkland,1540,1.5,4,415000,269.4805194805195
Issaquah,1580,2.25,3,500000,316.45569620253167
Kent,3200,2.5,4,337000,105.3125
Renton,2220,2.5,4,419950,189.16666666666666
Seattle,2240,2.75,4,290000,129.46428571428572
Seattle,1640,1.75,2,349950,213.3841463414634
Bellevue,1170,1.5,3,330000,282.05128205128204
Woodinville,3160,2.25,4,965000,305.37974683544303
Redmond,2100,2.5,3,515000,245.23809523809524
Renton,2600,2.5,4,665000,255.76923076923077
Seattle,1630,1.75,3,265000,162.57668711656441
Federal Way,2850,2.0,3,545400,191.3684210526316
Auburn,2560,3.0,4,350000,136.71875
Seattle,980,1.5,2,260000,265.3061224489796
Seattle,5480,3.25,3,2510000,458.02919708029196
Federal Way,2160,2.0,3,355000,164.35185185185185
Seattle,3030,3.0,3,879000,290.0990099009901
Redmond,3560,3.5,4,833000,233.98876404494382
Seattle,760,1.0,2,261590,344.19736842105266
Seattle,2260,3.0,3,512500,226.76991150442478
Seattle,1560,1.75,2,600000,384.61538461538464
Seattle,2270,3.0,5,417500,183.92070484581498
Mercer Island,3480,3.0,5,970000,278.735632183908
Maple Valley,1900,2.25,3,316000,166.31578947368422
Kent,2350,3.0,4,397500,169.14893617021278
Seattle,2390,2.5,3,1350000,564.8535564853556
Sammamish,3730,2.5,4,840000,225.20107238605897
Auburn,1780,1.0,2,270000,151.68539325842696
Maple Valley,1630,2.5,4,312900,191.96319018404907
Seattle,1130,1.0,2,325000,287.6106194690266
Seattle,2140,1.75,3,680000,317.7570093457944
Sammamish,3220,2.5,4,763000,236.95652173913044
Maple Valley,800,1.0,1,375000,468.75
Seattle,1800,2.5,3,475000,263.8888888888889
Seattle,809,2.5,2,219000,270.70457354758963
Sammamish,1820,2.25,3,415000,228.02197802197801
Seattle,580,1.0,2,90000,155.17241379310346
Seattle,580,1.0,2,220000,379.3103448275862
Seattle,2900,2.0,3,616000,212.41379310344828
Enumclaw,1140,1.0,2,269500,236.40350877192984
Seattle,1060,1.0,2,395350,372.97169811320754
Mercer Island,2320,3.0,4,770000,331.8965517241379
Woodinville,3450,2.5,4,840000,243.47826086956522
Seattle,1760,1.0,2,428950,243.7215909090909
Redmond,3370,3.75,4,800000,237.3887240356083
Seattle,1940,1.0,4,401000,206.70103092783506
Seattle,2520,2.0,4,303697,120.51468253968254
Seattle,1360,1.0,3,355000,261.02941176470586
Seattle,800,1.0,2,350000,437.5
Sammamish,3010,2.5,4,754999,250.83023255813953
Seattle,2340,1.75,3,982218,419.75128205128203
Renton,1780,2.0,3,406500,228.37078651685394
Fall City,4200,3.25,4,1650000,392.85714285714283
Seattle,1720,1.75,2,565000,328.48837209302326
Seattle,830,1.0,2,160000,192.7710843373494
Seattle,1090,1.0,3,220000,201.8348623853211
Renton,5040,4.25,5,1280000,253.96825396825398
Seattle,3500,2.75,5,970000,277.14285714285717
Seattle,1080,1.0,3,115000,106.48148148148148
Seattle,1080,1.0,3,124000,114.81481481481481
Seattle,1080,1.0,3,157000,145.37037037037038
Kent,870,1.0,3,183000,210.3448275862069
Renton,2830,2.5,4,527000,186.2190812720848
Carnation,1880,2.0,4,407193,216.59202127659574
Seattle,3600,2.75,4,970000,269.44444444444446
Seattle,2340,2.5,4,535000,228.63247863247864
Seattle,2040,2.0,3,245000,120.09803921568627
Renton,1310,1.75,3,337000,257.2519083969466
Kirkland,1470,2.0,3,630000,428.57142857142856
Federal Way,1370,1.75,3,320000,233.57664233576642
Seattle,1080,1.0,3,228500,211.57407407407408
Federal Way,1990,2.5,3,293000,147.23618090452263
Bellevue,1310,1.0,3,447000,341.22137404580155
Kent,1640,1.75,3,226500,138.109756097561
Woodinville,1770,2.25,3,436000,246.3276836158192
Woodinville,2050,2.5,3,451000,220.0
North Bend,1170,1.0,3,315000,269.2307692307692
Seattle,1340,1.0,2,450000,335.82089552238807
Seattle,2240,1.5,3,635000,283.48214285714283
Kent,880,1.0,2,292500,332.3863636363636
Maple Valley,2170,2.5,3,329900,152.02764976958525
Seattle,1260,1.5,2,531000,421.42857142857144
Bellevue,1880,1.75,3,725000,385.63829787234044
Seattle,1620,2.5,3,355300,219.320987654321
Federal Way,1610,2.5,3,280000,173.91304347826087
Kirkland,3330,2.75,4,1100000,330.33033033033036
Seattle,1370,2.0,4,605004,441.6087591240876
Seattle,690,1.0,2,260000,376.81159420289856
Seattle,3170,2.5,4,748000,235.9621451104101
Seattle,1990,2.0,2,776000,389.9497487437186
Seattle,1080,1.0,4,425000,393.51851851851853
Seattle,1870,1.0,4,230000,122.99465240641712
Seattle,1670,1.75,3,418000,250.2994011976048
Maple Valley,2800,2.5,4,440000,157.14285714285714
Sammamish,3460,2.75,5,858450,248.10693641618496
North Bend,1930,2.0,3,390000,202.07253886010363
Seattle,2370,3.0,4,957000,403.7974683544304
Seattle,1180,1.0,3,507000,429.66101694915255
Seattle,1320,1.0,2,575000,435.6060606060606
Seattle,1350,1.75,3,700000,518.5185185185185
Kenmore,1068,1.5,2,239950,224.67228464419475
Kent,1580,1.0,3,253000,160.126582278481
Seattle,1690,1.0,4,540000,319.5266272189349
Kirkland,5120,4.0,3,1550000,302.734375
Woodinville,3960,2.5,4,805000,203.2828282828283
Seattle,2420,3.25,4,920000,380.1652892561983
Issaquah,1910,2.5,3,496600,260.0
Federal Way,1440,2.25,3,246000,170.83333333333334
Seattle,2320,3.0,5,350000,150.86206896551724
Seattle,1670,2.0,3,585000,350.29940119760477
Kirkland,1390,1.75,3,450000,323.7410071942446
Bellevue,2620,2.5,3,746000,284.7328244274809
Renton,3040,2.5,3,598555,196.89309210526315
Seattle,2990,2.5,3,820000,274.24749163879596
Maple Valley,1740,2.25,3,266500,153.16091954022988
Enumclaw,2360,1.0,2,370000,156.77966101694915
Seattle,2240,2.75,3,625000,279.01785714285717
Seattle,1610,2.0,4,243500,151.24223602484471
Seattle,700,1.0,2,340000,485.7142857142857
Seattle,2730,3.0,5,559950,205.1098901098901
Federal Way,1780,2.75,3,315000,176.96629213483146
Redmond,3070,2.5,3,753000,245.27687296416937
Seattle,2060,3.0,3,800000,388.3495145631068
Seattle,1360,2.25,3,550000,404.4117647058824
Kirkland,1430,2.0,3,465000,325.1748251748252
Kirkland,1840,2.25,3,465000,252.7173913043478
Bellevue,2000,2.25,4,710000,355.0
Sammamish,1820,2.5,3,505000,277.4725274725275
Kirkland,2330,1.75,3,690000,296.137339055794
Kent,1070,2.0,2,217500,203.2710280373832
Seattle,930,1.0,2,500000,537.6344086021505
Seattle,1040,2.0,2,325000,312.5
Sammamish,1960,2.25,4,500000,255.10204081632654
Fall City,2970,3.25,3,721500,242.92929292929293
Seattle,2200,1.5,3,924000,420.0
Seattle,3810,4.5,6,2010000,527.5590551181102
Seattle,830,1.5,2,345000,415.66265060240966
Snoqualmie,3920,3.5,4,825000,210.4591836734694
Issaquah,2870,2.0,3,560000,195.1219512195122
Redmond,2560,2.0,3,599000,233.984375
Seattle,1350,1.5,3,211000,156.2962962962963
Renton,1240,2.25,4,425000,342.741935483871
Seattle,3210,2.75,4,750000,233.6448598130841
Redmond,1690,2.5,3,479000,283.43195266272187
Issaquah,2550,2.5,4,612500,240.19607843137254
Issaquah,3240,1.75,5,605000,186.7283950617284
Kirkland,3560,2.5,4,1360000,382.02247191011236
Kent,2160,2.5,3,389900,180.50925925925927
Renton,3060,2.5,4,710000,232.0261437908497
Maple Valley,1690,2.5,3,295000,174.55621301775147
Maple Valley,1520,2.25,3,275250,181.08552631578948
Maple Valley,2040,2.5,4,250000,122.54901960784314
Seattle,2360,2.0,3,709000,300.4237288135593
Seattle,1360,1.75,4,399500,293.75
Maple Valley,2000,2.5,3,225000,112.5
Sammamish,1650,2.5,3,500000,303.030303030303
Kent,2500,3.0,3,364900,145.96
Sammamish,1140,1.5,3,356000,312.280701754386
Seattle,2140,1.5,3,616750,288.20093457943926
Bellevue,2870,2.75,3,755000,263.06620209059236
Seattle,830,1.0,2,327500,394.578313253012
Sammamish,1960,2.25,3,605000,308.6734693877551
Kent,1130,1.5,4,179950,159.24778761061947
Renton,3630,2.75,5,633000,174.3801652892562
Renton,1764,2.0,4,349950,198.3843537414966
Seattle,2770,2.75,3,1080000,389.89169675090255
Auburn,2650,2.5,3,425000,160.37735849056602
Seattle,2500,2.75,3,990000,396.0
Seattle,2710,1.0,3,410000,151.29151291512915
Bellevue,2490,2.25,3,590000,236.94779116465864
Federal Way,1500,1.75,3,242000,161.33333333333334
Sammamish,1160,2.0,3,775000,668.1034482758621
Seattle,1880,1.5,4,680000,361.70212765957444
Auburn,1340,2.5,3,217000,161.9402985074627
Renton,1960,2.5,3,395000,201.53061224489795
Renton,2030,2.25,3,572500,282.0197044334975
Seattle,2200,3.0,5,559900,254.5
Seattle,2540,2.0,3,845000,332.6771653543307
Federal Way,1520,2.0,3,241000,158.55263157894737
Seattle,2360,2.25,3,1330000,563.5593220338983
Seattle,1340,1.75,3,475000,354.4776119402985
Seattle,1400,1.5,2,575000,410.7142857142857
Kent,3030,2.75,4,455000,150.16501650165017
Woodinville,3200,2.5,3,839000,262.1875
Bellevue,1580,1.5,4,475000,300.63291139240505
Seattle,2120,1.0,2,600000,283.0188679245283
Seattle,1640,1.0,2,515000,314.0243902439024
Kirkland,1890,2.25,3,425000,224.86772486772486
Seattle,1710,2.0,4,565000,330.4093567251462
Kirkland,1140,2.0,2,498000,436.8421052631579
Seattle,2720,3.0,4,739000,271.69117647058823
Seattle,1650,1.75,2,355000,215.15151515151516
Federal Way,1790,1.75,3,263000,146.92737430167597
Seattle,1680,1.75,4,375000,223.21428571428572
Renton,2200,1.75,3,322000,146.36363636363637
Seattle,830,1.0,2,325000,391.56626506024094
Seattle,770,1.0,2,290000,376.6233766233766
Sammamish,3280,2.5,4,809950,246.9359756097561
Seattle,2080,3.25,3,969500,466.1057692307692
Woodinville,2790,2.5,4,665000,238.35125448028674
Federal Way,4150,3.5,5,635000,153.0120481927711
Maple Valley,1780,2.25,3,272450,153.06179775280899
Bellevue,1460,1.75,4,427000,292.4657534246575
Renton,1410,1.0,3,261500,185.46099290780143
Bellevue,2170,2.25,4,488800,225.25345622119815
Seattle,690,1.0,2,340000,492.7536231884058
Kent,3000,3.0,4,398950,132.98333333333332
Kent,870,1.0,3,217000,249.42528735632183
Woodinville,3170,2.5,4,799000,252.0504731861199
Federal Way,1540,1.0,4,160000,103.8961038961039
Redmond,1270,1.0,3,447000,351.9685039370079
Seattle,2190,1.75,3,765000,349.3150684931507
Bellevue,4410,3.5,4,1320000,299.31972789115645
Renton,2790,2.5,4,445000,159.49820788530465
Seattle,1510,1.0,3,310000,205.2980132450331
Renton,1800,1.75,2,380000,211.11111111111111
Seattle,2410,1.0,4,325000,134.85477178423236
Renton,2250,2.75,4,345000,153.33333333333334
Seattle,950,1.0,3,300000,315.7894736842105
Woodinville,2860,1.75,4,530000,185.3146853146853
Woodinville,2860,1.75,4,583500,204.020979020979
Seattle,1560,1.0,2,410000,262.8205128205128
Seattle,1940,1.5,2,535000,275.77319587628864
Seattle,3580,3.25,4,2050000,572.6256983240223
Seattle,2040,2.5,4,345000,169.11764705882354
Kirkland,1700,1.0,5,539000,317.05882352941177
Bellevue,3700,2.5,4,590000,159.45945945945945
Seattle,1050,1.75,2,187000,178.0952380952381
Renton,1690,2.0,3,270000,159.76331360946745
Seattle,1120,1.0,2,546000,487.5
Seattle,1490,1.75,3,520000,348.99328859060404
Seattle,2220,2.0,5,515000,231.981981981982
Seattle,2160,2.5,3,990000,458.3333333333333
Seattle,870,1.0,2,382000,439.08045977011494
Bellevue,1900,1.75,3,1210000,636.8421052631579
Seattle,3370,3.5,4,900000,267.06231454005933
Seattle,3370,2.75,3,675000,200.2967359050445
Seattle,880,1.0,2,460000,522.7272727272727
Seattle,940,1.0,2,234000,248.93617021276594
Kirkland,1340,1.0,3,399000,297.76119402985074
Kent,1440,1.5,3,253500,176.04166666666666
Kirkland,1750,1.5,3,475000,271.42857142857144
Seattle,3990,3.5,5,740000,185.46365914786966
Seattle,2860,2.5,3,799000,279.3706293706294
Renton,1940,2.5,4,390000,201.03092783505156
Seattle,1400,1.5,2,421000,300.7142857142857
Kent,1770,2.5,3,296500,167.5141242937853
Seattle,1710,2.0,4,895000,523.3918128654971
Auburn,2810,2.5,4,386000,137.36654804270464
Seattle,1580,1.0,3,424000,268.3544303797468
Seattle,1580,1.0,3,749000,474.0506329113924
Seattle,1440,1.0,3,523000,363.19444444444446
Federal Way,2420,2.5,4,389000,160.74380165289256
Seattle,1930,1.5,4,270000,139.89637305699483
Renton,1190,1.0,3,275000,231.0924369747899
Auburn,2240,2.5,4,287500,128.34821428571428
Auburn,2550,2.5,2,345000,135.2941176470588
Seattle,920,1.0,2,427000,464.1304347826087
Bellevue,1520,1.75,4,508450,334.50657894736844
Seattle,1460,2.0,3,705000,482.8767123287671
Issaquah,1900,1.5,1,550000,289.4736842105263
Bellevue,1430,1.5,3,380000,265.73426573426576
Snoqualmie,2500,2.5,3,539900,215.96
Issaquah,720,1.0,2,330000,458.3333333333333
Seattle,1140,1.0,2,455000,399.12280701754383
Federal Way,3530,4.0,4,510000,144.47592067988668
Renton,1220,2.0,3,315000,258.1967213114754
Auburn,1320,1.0,3,206000,156.06060606060606
Redmond,2170,3.0,4,592500,273.0414746543779
Kirkland,2020,2.5,3,744000,368.3168316831683
Kent,1990,2.5,3,334500,168.09045226130652
Seattle,2660,2.0,4,886000,333.0827067669173
Redmond,2360,2.5,4,600000,254.23728813559322
North Bend,2740,2.0,3,850000,310.2189781021898
Seattle,1360,1.75,3,550000,404.4117647058824
Enumclaw,1230,1.0,2,184900,150.3252032520325
Seattle,1260,1.5,3,245000,194.44444444444446
Seattle,1040,1.0,2,370000,355.7692307692308
Bothell,2700,2.5,4,480000,177.77777777777777
Seattle,1800,1.75,3,579000,321.6666666666667
Seattle,1590,1.5,3,339275,213.38050314465409
Enumclaw,1360,2.75,3,425000,312.5
Seattle,1370,1.75,3,170000,124.08759124087591
Bellevue,3320,2.5,4,950000,286.144578313253
Bellevue,2980,2.5,4,623000,209.06040268456377
Seattle,1350,2.5,3,477000,353.3333333333333
Woodinville,1160,1.0,3,330000,284.48275862068965
Seattle,1480,2.25,3,600000,405.4054054054054
Seattle,1640,2.0,3,570000,347.5609756097561
Snoqualmie,2680,2.5,4,515000,192.16417910447763
Seattle,2440,2.25,4,805000,329.91803278688525
Maple Valley,2920,2.5,4,555000,190.06849315068493
Kent,1780,2.25,3,245000,137.64044943820224
Issaquah,2170,2.5,4,638150,294.0783410138249
Mercer Island,5550,4.5,4,1650000,297.2972972972973
Kent,2060,2.5,4,269950,131.04368932038835
Kent,1050,1.5,3,195000,185.71428571428572
Seattle,790,1.0,2,159100,201.39240506329114
Kirkland,1010,1.0,3,550000,544.5544554455446
Seattle,1040,1.0,2,299000,287.5
Seattle,3130,3.5,4,1380000,440.89456869009587
Renton,900,1.0,2,249500,277.22222222222223
Seattle,1470,1.0,4,700000,476.1904761904762
Kent,1080,1.0,4,275000,254.62962962962962
Kenmore,2440,2.25,3,565000,231.55737704918033
Seattle,2520,1.75,4,425000,168.65079365079364
Seattle,1760,1.75,4,620047,352.2994318181818
Sammamish,1820,2.25,3,480000,263.7362637362637
Sammamish,1820,2.25,3,515000,282.967032967033
Auburn,3040,2.5,4,420000,138.1578947368421
Bellevue,3490,3.25,5,610000,174.78510028653295
Seattle,2440,1.5,4,849000,347.95081967213116
Seattle,2280,1.75,3,718000,314.9122807017544
Federal Way,1980,2.25,3,295000,148.989898989899
Seattle,2360,1.75,5,871000,369.06779661016947
Seattle,3890,3.75,3,430000,110.53984575835476
Kenmore,2300,2.5,4,440000,191.30434782608697
Seattle,910,1.0,2,405000,445.05494505494505
North Bend,1140,2.0,3,340000,298.2456140350877
Sammamish,2390,2.5,4,675000,282.4267782426778
Seattle,1150,1.0,3,480000,417.39130434782606
Seattle,2330,2.0,5,362500,155.57939914163092
Bellevue,2420,2.5,3,752888,311.1107438016529
Seattle,960,1.75,4,255000,265.625
Duvall,1010,1.75,1,283700,280.8910891089109
Kent,2370,2.5,4,335000,141.35021097046413
Seattle,2880,1.75,3,285000,98.95833333333333
Seattle,2400,2.25,4,278000,115.83333333333333
Redmond,3670,2.5,5,731000,199.18256130790192
North Bend,1140,1.5,3,335000,293.859649122807
Duvall,1410,1.75,3,334200,237.0212765957447
Seattle,1530,1.0,6,642000,419.6078431372549
Seattle,1720,1.75,4,540000,313.95348837209303
Enumclaw,1620,2.5,3,299000,184.5679012345679
Seattle,1570,1.75,3,560000,356.687898089172
Seattle,1990,2.75,5,852000,428.14070351758795
Seattle,930,1.0,2,306000,329.03225806451616
Kirkland,1550,1.75,3,440000,283.8709677419355
Bellevue,1650,1.0,4,517000,313.3333333333333
Seattle,800,1.0,2,379000,473.75
Issaquah,930,1.0,2,360000,387.0967741935484
Seattle,2550,1.5,4,645000,252.94117647058823
Renton,720,1.0,2,217000,301.3888888888889
Seattle,620,1.0,2,255000,411.2903225806452
Issaquah,2360,2.5,3,625000,264.8305084745763
Seattle,1760,1.75,3,680000,386.3636363636364
Seattle,2100,1.75,3,440000,209.52380952380952
Sammamish,2480,2.25,5,615000,247.98387096774192
Seattle,1040,1.0,3,239000,229.80769230769232
Vashon,1656,2.5,3,462500,279.28743961352654
Seattle,2090,2.0,4,619400,296.3636363636364
Seattle,2520,2.75,6,975000,386.9047619047619
Seattle,700,1.0,2,330000,471.42857142857144
Woodinville,4030,3.25,4,985000,244.41687344913151
Seattle,760,1.0,2,430000,565.7894736842105
Medina,6500,5.25,4,2460000,378.46153846153845
Kirkland,1840,2.0,3,778000,422.82608695652175
Kent,1090,2.0,3,219000,200.91743119266056
Kirkland,2980,2.5,4,1600000,536.9127516778524
Mercer Island,1900,2.25,4,715000,376.3157894736842
Mercer Island,2790,2.5,4,950000,340.5017921146953
Seattle,1280,1.0,2,425000,332.03125
Federal Way,1510,1.0,3,239000,158.27814569536423
Bothell,920,1.0,1,310000,336.95652173913044
Seattle,700,1.0,2,400000,571.4285714285714
Vashon,1980,1.75,2,428000,216.16161616161617
Seattle,1440,1.0,3,600000,416.6666666666667
Kent,2740,4.0,4,415000,151.45985401459853
Seattle,1400,1.0,2,401000,286.42857142857144
Seattle,2270,1.75,3,292000,128.63436123348018
Seattle,1310,2.25,3,291750,222.70992366412213
Federal Way,1680,1.75,3,227000,135.11904761904762
Bellevue,2260,2.25,3,675000,298.6725663716814
Seattle,1350,2.25,3,397500,294.44444444444446
Seattle,1820,1.5,2,206000,113.18681318681318
Seattle,3380,3.5,3,1190000,352.07100591715977
Black Diamond,2140,1.75,4,360000,168.22429906542055
Renton,2430,2.5,4,427500,175.92592592592592
Seattle,940,1.0,2,115000,122.34042553191489
Seattle,2070,1.5,3,559000,270.048309178744
Seattle,1510,1.0,4,420000,278.1456953642384
Woodinville,2550,1.75,4,550000,215.68627450980392
Seattle,700,1.0,2,282150,403.07142857142856
Seattle,1150,1.0,3,260000,226.08695652173913
Snoqualmie,2340,2.5,3,428000,182.9059829059829
Seattle,1510,3.25,3,319950,211.88741721854305
Medina,2070,2.0,3,1350000,652.1739130434783
Seattle,1150,1.0,2,552000,480.0
Seattle,2190,2.75,4,637000,290.8675799086758
Federal Way,1980,1.75,4,213000,107.57575757575758
Seattle,960,1.0,3,215000,223.95833333333334
Seattle,2180,1.75,3,590000,270.64220183486236
Maple Valley,2560,2.5,4,390000,152.34375
Seattle,2270,2.25,4,287000,126.431718061674
Kirkland,3550,2.75,5,580000,163.38028169014083
Issaquah,1330,2.0,3,424000,318.796992481203
Issaquah,2110,2.5,4,610000,289.09952606635073
Bellevue,3470,3.25,4,1320000,380.4034582132565
Seattle,1550,3.0,4,623500,402.258064516129
Vashon,570,1.0,2,260000,456.140350877193
Seattle,2030,2.5,3,906000,446.30541871921184
Duvall,1500,2.0,3,330000,220.0
Seattle,920,1.0,2,275000,298.9130434782609
Seattle,1470,1.0,3,290000,197.27891156462584
Seattle,1150,1.0,2,599950,521.695652173913
Maple Valley,4180,3.0,4,550000,131.57894736842104
Renton,1690,1.75,3,289000,171.0059171597633
Renton,2150,2.75,4,411000,191.1627906976744
Seattle,2330,3.25,3,826000,354.50643776824035
Renton,2680,2.0,4,400000,149.2537313432836
Seattle,1740,2.5,3,342000,196.55172413793105
Seattle,1320,1.75,2,475000,359.8484848484849
Seattle,3150,3.5,4,1210000,384.12698412698415
Seattle,2480,3.0,4,455000,183.46774193548387
Seattle,3330,3.0,4,850000,255.25525525525526
Federal Way,1010,1.0,3,185000,183.16831683168317
Seattle,4920,3.25,6,850000,172.7642276422764
Seattle,1570,1.75,4,239900,152.80254777070064
Issaquah,3580,3.75,5,765000,213.68715083798884
Woodinville,2220,1.75,3,437000,196.84684684684686
Kent,1010,1.5,3,240000,237.62376237623764
Seattle,1440,1.0,2,395000,274.30555555555554
Seattle,1230,1.0,3,320000,260.1626016260163
Kirkland,1710,1.75,3,525000,307.0175438596491
Federal Way,2390,3.0,3,260000,108.7866108786611
Auburn,2840,2.75,3,450000,158.45070422535213
Sammamish,2300,2.5,4,560000,243.47826086956522
Seattle,2270,3.0,5,310000,136.56387665198238
Renton,2290,2.5,3,440000,192.13973799126637
Bellevue,1330,1.0,4,458450,344.69924812030075
Seattle,1200,1.0,3,200000,166.66666666666666
Kirkland,2160,2.25,3,430000,199.07407407407408
Kirkland,1120,1.0,3,360000,321.42857142857144
Seattle,2090,2.5,4,311000,148.80382775119617
Seattle,1470,3.25,3,615000,418.3673469387755
Issaquah,2270,1.75,3,575000,253.30396475770925
Mercer Island,4100,3.75,4,2030000,495.1219512195122
Seattle,1440,1.75,3,430000,298.6111111111111
Bellevue,1200,1.5,3,400000,333.3333333333333
Seattle,1720,1.75,3,340000,197.67441860465115
Seattle,930,0.75,1,351000,377.4193548387097
Renton,2400,2.5,4,440000,183.33333333333334
Auburn,1960,2.5,4,298000,152.0408163265306
Seattle,1890,1.75,4,300000,158.73015873015873
Seattle,1590,2.25,3,310000,194.9685534591195
Bothell,2590,2.5,4,500000,193.05019305019306
Seattle,860,1.0,3,399900,465.0
Seattle,1270,2.5,3,343000,270.0787401574803
Redmond,1130,2.25,2,415000,367.2566371681416
Duvall,1860,2.5,3,410000,220.43010752688173
Seattle,1802,1.0,2,320000,177.58046614872364
Seattle,4480,3.0,5,1990000,444.19642857142856
Kent,1310,1.0,2,253000,193.12977099236642
Redmond,2320,2.5,3,630000,271.55172413793105
Renton,1130,1.0,2,216000,191.1504424778761
Redmond,2180,2.5,3,540000,247.70642201834863
Enumclaw,1830,1.5,3,212000,115.84699453551913
Seattle,2340,2.75,3,300000,128.2051282051282
Seattle,2830,2.5,3,969950,342.73851590106005
Seattle,1610,1.0,3,715000,444.0993788819876
Mercer Island,2410,2.75,5,1320000,547.7178423236514
Bellevue,2660,2.75,4,1440000,541.3533834586466
Renton,1030,1.0,3,305000,296.11650485436894
Seattle,1390,4.0,3,458000,329.49640287769785
Seattle,1580,1.75,3,275000,174.0506329113924
Seattle,2330,2.75,3,550000,236.05150214592274
Seattle,1540,3.25,3,742000,481.8181818181818
Seattle,1570,1.0,3,700000,445.859872611465
Seattle,2940,3.0,4,640000,217.68707482993196
Seattle,1240,0.75,3,352000,283.8709677419355
Renton,1410,1.0,3,301500,213.82978723404256
Kirkland,2190,2.5,4,630000,287.67123287671234
Kent,3040,2.5,3,340000,111.84210526315789
Seattle,1860,1.75,4,477500,256.7204301075269
Seattle,1690,2.5,3,285000,168.63905325443787
Auburn,1900,2.75,3,255000,134.21052631578948
Auburn,1600,2.5,3,315000,196.875
Kirkland,2530,3.0,6,830000,328.0632411067194
Seattle,1860,2.25,3,539950,290.2956989247312
Seattle,2390,2.25,3,980000,410.0418410041841
Sammamish,3100,2.5,4,735000,237.09677419354838
Seattle,2650,2.25,5,536000,202.26415094339623
Seattle,1520,2.0,3,575000,378.2894736842105
Seattle,1510,1.0,2,500000,331.12582781456956
Federal Way,1960,1.75,4,285500,145.66326530612244
Kirkland,2270,2.75,4,498000,219.38325991189427
Seattle,910,1.0,2,412000,452.74725274725273
Redmond,2100,2.5,4,607000,289.04761904761904
Enumclaw,1000,1.0,3,199000,199.0
Kirkland,2760,2.75,4,492500,178.44202898550725
Kirkland,2840,2.5,4,585000,205.98591549295776
Maple Valley,1860,2.5,3,326995,175.80376344086022
Renton,1920,2.25,4,372500,194.01041666666666
Vashon,840,0.75,2,528000,628.5714285714286
Auburn,2390,1.5,3,400000,167.36401673640168
Enumclaw,2100,2.5,4,344000,163.8095238095238
Maple Valley,2430,3.0,4,409950,168.7037037037037
Seattle,1880,2.0,3,625000,332.4468085106383
North Bend,1350,1.75,3,304950,225.88888888888889
Auburn,2160,2.0,2,381500,176.62037037037038
Seattle,1430,1.75,3,215000,150.34965034965035
Seattle,2840,1.75,5,345000,121.47887323943662
Auburn,2510,0.75,3,363000,144.6215139442231
Auburn,1690,1.0,3,240000,142.01183431952663
Redmond,1930,2.0,2,548050,283.9637305699482
Seattle,720,1.0,2,314000,436.1111111111111
Woodinville,2990,2.5,4,800000,267.55852842809367
Seattle,2300,1.75,5,400000,173.91304347826087
Renton,460,1.0,1,247000,536.9565217391304
Seattle,1240,1.75,2,540000,435.48387096774195
North Bend,1900,2.5,4,410000,215.78947368421052
Sammamish,2120,1.75,3,525000,247.64150943396226
Seattle,2440,2.5,4,820000,336.0655737704918
Mercer Island,3300,2.25,4,1250000,378.7878787878788
Seattle,1180,1.0,2,244000,206.77966101694915
Seattle,520,1.0,1,275000,528.8461538461538
Seattle,2070,1.75,2,577000,278.743961352657
Kirkland,2250,2.5,5,446950,198.64444444444445
Snoqualmie,2050,2.5,3,457000,222.9268292682927
Seattle,1310,1.5,4,320000,244.27480916030535
Kent,1250,1.5,3,210000,168.0
Kent,2130,2.5,4,220000,103.28638497652582
Seattle,2250,2.0,3,589000,261.77777777777777
Seattle,1880,2.0,4,435000,231.38297872340425
Kenmore,1520,1.0,3,375000,246.71052631578948
Bellevue,4010,3.5,4,1740000,433.91521197007484
Redmond,1660,1.75,2,545000,328.31325301204816
Seattle,3400,2.25,3,970000,285.29411764705884
Seattle,2320,1.75,2,705000,303.87931034482756
Bellevue,3740,3.25,5,915557,244.80133689839573
Seattle,1810,1.5,4,259000,143.0939226519337
Seattle,3170,2.25,2,1700000,536.2776025236593
