location,total_sqft,bath,bhk,floors,zipcode,price
Seattle,3090,3.5,4,2,98144,760000
Bothell,1580,2.25,3,1,98011,475000
Mercer Island,5190,4.5,5,2,98040,1700000
Kent,2692,2.75,3,2,98030,435000
Snoqualmie,1740,2.5,3,2,98065,399000
Seattle,1940,2,3,1,98115,627000
Seattle,2150,2.5,4,1.5,98106,346500
Bellevue,1320,1.5,3,1,98008,412000
Woodinville,3360,2.5,4,2,98077,845000
Seattle,1850,1.75,3,1,98155,373000
Seattle,2880,2.25,4,2,98115,725000
Seattle,2420,2.5,6,1,98188,376000
Seattle,2020,1,3,1.5,98118,552500
Seattle,2280,2,5,1.5,98166,365000
Redmond,3010,2.5,4,2,98053,700000
Auburn,2550,2.25,4,1,98002,315000
Seattle,1540,2,4,1,98118,262500
Seattle,2280,2.25,3,2,98136,660000
Kent,2450,2.5,4,2,98042,340000
Seattle,2950,2.5,5,1.5,98144,660500
Seattle,690,1,1,1,98117,280000
Seattle,800,1,1,1,98108,267000
Renton,1470,1,2,1.5,98059,230000
North Bend,1840,2.25,3,2,98045,417000
Renton,1170,1,3,1,98055,252000
Seattle,2344,1.75,5,1.5,98103,791000
Seattle,1230,1,1,1,98103,415000
Redmond,1150,1.75,3,1,98053,339000
Seattle,1140,1,3,1,98168,158000
Seattle,1660,1,3,1,98136,535000
Seattle,1080,1,3,1,98115,818900
Seattle,1720,2,4,1,98105,550000
Seattle,590,1,2,1,98133,240000
Seattle,1290,3.25,3,2,98119,590000
Issaquah,1480,1.5,3,1,98027,369300
Issaquah,2600,2.5,4,1,98027,510000
Redmond,2040,2.5,3,2,98052,542500
Renton,970,1,3,1,98056,262500
Seattle,2620,3,6,1,98117,900000
Bellevue,4560,3.5,4,2,98006,1100000
Seattle,1750,1.75,3,1,98166,368000
Seattle,3620,3.5,4,2.5,98177,825000
Renton,1660,2,3,1,98059,343500
Seattle,1360,1,4,1,98168,273500
Kirkland,2044,2.5,3,2,98033,1000000
Seattle,2370,3,5,1.5,98107,770000
Seattle,1170,2,3,1.5,98118,400000
Auburn,1660,1,3,1,98001,225000
Kenmore,2020,1,4,1,98028,345000
Bothell,2530,2.5,3,2,98011,450000
Seattle,870,1,2,1,98116,334850
Seattle,3670,3,5,1,98108,605000
Bellevue,3180,3.5,5,2,98006,760000
Seattle,1870,1.5,2,1.5,98118,390000
Woodinville,1940,2.5,3,2,98072,488000
Bellevue,4220,3.25,3,1,98008,3300000
Woodinville,4820,4.5,5,2,98077,1060000
Maple Valley,2400,2,3,2,98038,608000
Seattle,2930,2.25,3,2,98112,1390000
Seattle,800,1,2,1,98118,299950
Seattle,2200,3.25,3,2,98103,818000
Federal Way,2400,2.5,3,1,98023,355000
Seattle,5570,3.25,5,2,98105,1860000
Seattle,1980,3.25,3,3,98103,660000
Mercer Island,3530,2.25,3,1,98040,2370000
Kirkland,3430,2.5,4,2,98033,1210000
Kent,1720,2.5,3,2,98031,255950
Sammamish,1930,1.5,3,1,98074,475000
Kent,2140,1.75,4,1,98031,362950
Redmond,1110,1.75,3,1,98052,452000
Seattle,1970,1.75,3,1,98168,315000
Seattle,1630,2.5,3,2,98118,330950
Issaquah,2520,2.25,5,2,98027,535000
Seattle,2270,2.25,4,1.5,98146,479000
Seattle,1212,2.5,3,3,98125,340000
Seattle,1890,2,4,1,98188,312000
Maple Valley,1370,2.25,3,2,98038,305000
Kent,1770,2.5,3,2,98030,270000
Seattle,1710,2.5,3,2,98199,529999
Mercer Island,1190,1,2,1,98040,587100
Sammamish,1690,2,3,1,98074,459800
Bellevue,1680,1.75,4,1,98008,451000
Seattle,4340,3.25,3,2,98107,2480000
Enumclaw,2040,2.25,3,2,98022,525000
Seattle,1110,1,2,1,98168,250000
Seattle,2040,2,5,2,98118,475000
Auburn,1920,1.5,4,1,98002,235000
Kent,1330,1.5,3,1,98042,230000
Seattle,1630,1,4,1.5,98122,581000
Bellevue,1520,1,3,1,98007,415000
Bellevue,1520,1,3,1,98007,522500
Renton,1340,1.5,3,1,98056,383000
Renton,2500,1.75,3,1,98056,315000
Seattle,1460,2,3,2,98122,591000
Sammamish,3140,2.25,4,2,98074,750000
Seattle,2150,1.75,3,1,98136,430000
Woodinville,3140,2.5,4,1.5,98072,712000
Woodinville,2310,2.5,3,1,98072,510000
Seattle,710,1,2,1,98112,480000
Seattle,1460,1,3,1,98103,538000
Seattle,730,2.75,2,1,98126,464000
Redmond,1440,2.5,3,2,98053,476000
Seattle,1130,2,3,1,98155,349500
Federal Way,1810,2.25,3,2,98023,270000
Kirkland,2710,2.5,3,2,98034,740000
Kent,2740,2.5,4,2,98031,395000
Redmond,1690,2.5,3,2,98053,498000
Snoqualmie,1470,2.5,3,2,98065,339900
Duvall,2830,2.5,3,2,98019,539000
Sammamish,1410,1,3,1,98074,400000
Renton,2170,2.5,3,1,98058,225000
Seattle,1340,2.25,3,1.5,98144,330000
Seattle,2480,3,3,2,98199,1390000
Issaquah,1990,2.75,3,1,98029,490000
Auburn,2240,2.75,4,1,98001,260000
Renton,2990,2.5,4,2,98058,469900
Seattle,2120,1.75,6,1.5,98115,493000
Fall City,2920,2.25,4,2,98024,740000
Auburn,1700,1.75,4,1,98002,148900
Sammamish,1620,2.5,2,2,98074,475000
Seattle,760,1,2,1,98117,415000
Auburn,1230,1,3,1,98002,229500
Bellevue,4960,3.75,5,2,98006,1360000
Kenmore,2030,2.5,4,1,98028,385000
Auburn,1830,2.25,3,1,98001,230000
Seattle,970,1,2,1,98115,425000
Auburn,1000,1,2,1,98002,189900
Seattle,750,1,2,1,98106,238000
Kirkland,2620,2.5,4,1,98033,968060
Bellevue,2220,1.5,4,1,98004,921000
Seattle,3000,1.75,5,1,98178,380000
Vashon,1060,1,1,1,98070,285000
Renton,1980,2.5,4,2,98056,449000
Seattle,1600,1,4,1.5,98117,625000
Federal Way,2000,2.25,4,1,98023,318989
Seattle,1310,1.5,3,2,98116,445000
Bellevue,1120,1,3,1,98004,750000
Kirkland,3320,2.5,3,1,98034,959000
Federal Way,2370,2.5,3,2,98023,330000
Seattle,830,1.5,2,2,98119,425000
Seattle,940,1,3,1,98155,280000
North Bend,2250,2.5,4,2,98045,476500
Kirkland,2020,2.25,3,2,98033,556000
Fall City,5240,5.25,4,2,98024,1860000
Auburn,4083,3.5,4,2,98001,637000
Seattle,1450,2,3,1,98155,405000
Seattle,1170,1,5,1,98125,397000
Redmond,3555,2.75,4,2,98053,895990
Kenmore,1610,2,3,2,98028,259000
Kenmore,960,1,2,1,98028,420000
Seattle,1680,2.5,3,2,98117,518000
Seattle,1380,1.75,3,1,98133,425000
Seattle,1040,1,2,1,98198,182500
Seattle,1380,1.5,3,1.5,98117,549900
Kirkland,1850,1.75,3,1,98034,445000
Seattle,1740,1.75,2,1,98115,452000
Seattle,1920,1.75,5,1,98112,715000
Kirkland,2010,2.5,3,2,98034,559000
Bellevue,8020,6.25,5,2,98006,3300000
Kent,1860,1.75,4,1,98031,250000
Seattle,4390,4,5,2,98199,1230000
Maple Valley,2380,2.25,4,1,98038,276500
Renton,2880,2.5,4,2,98058,440000
Seattle,2820,2.25,6,1.5,98166,543200
Seattle,750,1,1,1,98136,250000
Redmond,1750,2.5,4,1,98052,625000
Seattle,1540,1,3,1.5,98117,530100
Seattle,1140,1.75,2,2,98105,549900
Bellevue,1560,1.5,4,1,98007,430000
Sammamish,2960,2.5,3,2,98074,835000
Kenmore,2140,2.75,4,1,98028,409500
Seattle,1600,2.5,4,1,98106,329000
Seattle,2080,2.75,4,1.5,98107,940000
Seattle,1560,2,3,1.5,98109,539950
Auburn,2880,2.5,4,1,98092,579950
Seattle,2510,3,5,1.5,98144,881000
Seattle,960,1,3,1.5,98115,362500
Enumclaw,1120,1,2,1,98022,243950
Snoqualmie,3310,2.75,4,2,98065,658000
Federal Way,1080,1.5,3,1,98023,218250
Sammamish,2860,2.5,4,2,98075,655000
Kent,1490,2,3,1,98042,255000
Seattle,1210,1,3,1,98106,215000
Seattle,2240,1.75,3,1.5,98105,1270000
Seattle,4575,4.75,4,2.5,98112,2920000
Seattle,1600,2.5,3,2,98168,424305
Seattle,2090,1.75,4,1.5,98136,494000
Kirkland,2260,2.5,4,2,98034,560000
Seattle,1200,1,3,2,98116,130000
Enumclaw,2480,2.5,4,1.5,98022,468000
Seattle,2240,3,5,1,98155,480000
Seattle,1550,1.75,3,1.5,98115,475000
Kent,2130,1.75,4,1,98031,285000
Seattle,2870,3,5,1,98103,765000
Snoqualmie,1160,1,2,1,98065,208000
Kent,2430,2.5,3,2,98042,372000
Seattle,900,1,2,1,98115,470000
Kirkland,2830,2.75,5,1.5,98034,451000
Redmond,1620,1.75,4,1,98052,442200
Federal Way,2510,2.5,4,2,98023,330000
Seattle,1790,1.75,3,1,98106,335000
Kent,1640,2,3,1,98032,280000
Seattle,2240,1.75,3,1,98116,625000
Renton,1870,2.5,3,2,98058,345000
Renton,1500,1,4,1,98058,255950
Seattle,1490,1,4,1.5,98136,570000
Mercer Island,2230,1.5,3,2,98040,685000
Kent,1710,1.75,3,1,98031,273148
Maple Valley,1620,2.5,3,2,98038,246500
Renton,2250,2.5,5,1,98055,349950
Seattle,1700,2,4,1,98117,545000
Seattle,1502,2.5,3,3,98115,403000
Kent,1900,2.5,4,2,98042,299950
Sammamish,3320,2.5,3,1,98075,792000
Seattle,1980,2.5,5,1,98115,418000
Seattle,1670,1,4,1.5,98166,332500
Black Diamond,2235,2.5,3,1,98010,337000
Seattle,1070,1,2,1,98108,212000
Bellevue,1800,2.25,2,2,98008,542000
Snoqualmie,2980,2.5,4,2,98065,622500
Auburn,1670,1.75,3,1,98001,260000
Issaquah,2620,1.75,3,1,98027,525000
Bellevue,5470,3.5,5,2,98005,975000
Seattle,3080,1.75,4,1,98199,1140000
Kirkland,940,1,3,1,98033,500000
Seattle,1870,2.25,5,1,98155,554000
Maple Valley,2070,2.5,4,2,98038,343000
Kenmore,950,1.75,2,1,98028,515000
Seattle,1290,1,2,1,98115,492000
Redmond,2570,3,4,1,98052,655000
Auburn,1600,2.5,3,2,98001,290000
Seattle,2550,1.5,4,2,98112,952500
Seattle,1010,1,2,1,98108,235000
Seattle,1720,1.5,3,1,98106,323000
Seattle,2200,2.5,3,2,98102,1050000
Vashon,384,0.75,0,1,98070,265000
Enumclaw,1400,1,2,1.5,98022,200000
Seattle,1830,2.25,3,1,98155,419995
Kirkland,3110,3,3,1,98033,1500000
Kirkland,1600,2.5,3,2,98034,455000
Carnation,3600,3.5,3,2,98014,660000
Woodinville,1390,1,3,1,98077,319000
Enumclaw,2092,1.75,3,1,98022,390000
Seattle,1200,1.5,3,1,98112,718500
Seattle,1090,1,2,1,98109,474000
Seattle,2140,2,4,2,98115,615750
Kirkland,2010,2.5,3,2,98033,551000
Federal Way,1500,2.25,3,1,98023,230000
Redmond,3500,2.5,4,2,98053,790000
Seattle,2660,2.5,3,3,98119,1230000
Duvall,1440,2.25,3,2,98019,325000
Redmond,2780,2.75,4,2,98053,705000
North Bend,1580,1.75,4,2,98045,259000
Seattle,1250,1.5,3,1,98168,306000
Seattle,970,1,3,1,98106,315000
Seattle,1100,1,3,1,98133,392500
Mercer Island,3240,2.25,4,2,98040,1070000
Seattle,1290,2.5,2,3,98117,350500
Seattle,3810,3.5,4,2,98146,825000
Seattle,1500,1,4,1.5,98178,235000
Fall City,2660,2,3,1,98024,650000
Seattle,2400,3,4,1,98107,675000
Renton,1860,1,4,1,98055,265000
Seattle,1450,1,2,1,98109,822500
Seattle,2260,2.75,3,2,98109,705000
Seattle,5540,4.75,6,2.5,98119,2630000
Seattle,1300,1.5,2,1,98122,685000
Seattle,1610,2,4,2,98117,630000
Mercer Island,3820,3.25,4,2,98040,1250000
Seattle,1820,2.5,4,1,98166,359000
Kent,5820,5,4,2,98042,784500
Mercer Island,2470,2,3,2,98040,850000
Kent,3040,2.5,3,2,98042,410000
Renton,1120,1.75,4,1,98058,252000
Bellevue,1880,1.75,5,1,98005,618000
Seattle,1070,1,3,1,98126,265000
Kirkland,1560,2,3,1,98034,465000
Seattle,870,1,2,1,98133,240000
Federal Way,1000,1,3,1,98023,217000
Seattle,2520,2.25,4,1.5,98144,415000
Federal Way,1700,2,2,1,98023,274000
Seattle,2150,3,5,1,98106,420000
Seattle,1590,2.75,4,1.5,98112,1060000
Bellevue,4670,5.25,4,2,98006,1420000
Seattle,1800,2,3,1,98115,618500
Enumclaw,1670,1.5,3,1,98022,295000
Sammamish,1010,2,3,1,98074,400000
Kenmore,2550,2.5,3,2,98028,595000
Bellevue,3700,3,4,1,98004,1730000
Maple Valley,1350,1.75,3,1,98038,261000
Seattle,1660,2.5,5,1.5,98109,780000
Seattle,1390,1.5,3,1,98105,589000
Auburn,1720,1.75,3,1,98092,230000
Issaquah,2980,3.5,4,2.5,98029,690000
Sammamish,2190,2.25,4,2,98074,524000
Seattle,1230,2.5,2,2,98144,380000
Seattle,1000,1,3,1,98126,357500
Enumclaw,2500,2,3,1,98022,330000
Seattle,2240,1.75,5,1,98115,635000
Seattle,2820,3,9,2,98105,934000
Issaquah,1400,1.75,2,2,98029,358500
Seattle,1470,1.5,3,1,98155,401000
Federal Way,1820,2,3,1,98023,270000
Seattle,2060,2,4,1,98136,705000
Carnation,1670,2,3,1,98014,325000
Seattle,1540,1,3,1,98126,384950
Seattle,1210,1,3,1,98133,310000
Woodinville,3430,2.5,4,2,98077,829950
Kent,2550,2.5,3,2,98030,353000
Renton,1060,1,2,1,98055,170500
Sammamish,3670,2.5,4,2,98074,885250
Bellevue,4420,3.25,4,2,98008,2700000
Enumclaw,1550,1.5,3,1,98022,245000
Seattle,1190,2.5,3,3,98107,469000
Seattle,1300,1,3,1.5,98105,455000
Auburn,2430,2.5,4,2,98092,305000
Issaquah,4290,4.5,7,1.5,98027,840000
Bellevue,3500,3.5,5,2,98006,905000
Auburn,1680,2,3,1.5,98002,219200
Bellevue,1250,1.5,3,1,98008,455000
Seattle,1020,1,2,1,98168,195000
Seattle,1510,1,3,2,98103,799000
Seattle,910,1,2,1,98155,285000
Woodinville,1320,1.5,3,1,98072,300000
Seattle,900,1,2,1,98168,83000
Seattle,890,1,2,1,98133,220000
Federal Way,1240,2.5,2,2,98003,174500
Issaquah,2960,2.5,4,2,98029,695000
Renton,1020,1.5,3,1,98059,255000
Bellevue,2590,2.25,5,1,98008,539000
Seattle,1100,1,2,1,98119,552700
Mercer Island,1300,1,3,1,98040,571500
Seattle,1200,1,3,1,98177,263700
Seattle,7710,4,8,3.5,98112,3300000
Federal Way,1390,2,2,2,98003,186950
Fall City,1430,1.75,3,2,98024,520000
Kirkland,1250,1.5,3,1,98034,358000
Seattle,840,0.75,2,1,98168,210000
Bellevue,5020,3.75,5,2,98004,3650000
Redmond,2060,2.25,4,2,98052,543000
Seattle,2000,2.25,4,1,98148,330000
Seattle,1530,2,3,1,98112,529000
Seattle,700,1,1,1,98106,295000
Kirkland,950,1,3,1,98033,365000
Seattle,1380,3,3,3,98107,473000
Seattle,1830,1,3,1,98125,403500
Seattle,1790,1.5,3,1.5,98116,544000
Seattle,1340,1,3,1.5,98105,621000
Seattle,1520,2.25,3,2,98116,672600
Seattle,1370,1.75,2,1,98199,689800
Seattle,1470,1.5,3,1,98105,613000
Bellevue,2500,2.25,4,2,98007,808000
Seattle,1060,1,3,1,98133,301000
Duvall,1210,1.75,3,1,98019,340000
Kent,920,1,3,1,98032,206000
Mercer Island,1340,1.5,3,1,98040,550000
Seattle,960,1,2,1.5,98116,325000
Issaquah,1630,2.5,3,2,98029,475000
Kirkland,1840,1.75,3,1,98034,432100
Renton,3085,2,3,1,98056,359000
Seattle,920,1,3,1,98117,490000
Kirkland,2260,1.75,4,1,98033,648360
Seattle,1730,1.75,3,1,98198,340000
Bellevue,1610,2,3,1,98006,545000
Seattle,550,0.75,2,1,98146,115000
Kirkland,2400,2.25,3,1,98033,705640
Seattle,1960,2.25,3,2,98118,300000
Bellevue,3190,2.75,4,1,98004,1650000
Seattle,3160,3.5,4,2,98144,1140000
Seattle,1550,1.75,3,1.5,98178,280000
Federal Way,1930,1.75,4,1,98023,245000
Seattle,1170,1,4,1.5,98115,564000
Seattle,2520,1.75,3,1,98199,849000
Kirkland,1220,1.75,3,1,98033,698000
Kirkland,960,1,3,1,98034,319000
Kirkland,4110,3.5,3,1,98034,1450000
Issaquah,3310,3.5,4,2,98027,695000
Seattle,2220,2.75,4,1,98144,680000
Kent,2250,2.25,4,2,98032,287500
Seattle,1510,3.25,3,2,98107,465000
Redmond,1350,1,3,1,98053,335000
Redmond,2420,1.75,4,1,98053,602000
Renton,2950,2.5,3,2,98059,482000
Seattle,1260,1,5,1.5,98146,220000
Auburn,1700,2,4,1,98002,206000
Seattle,3320,3,4,2,98199,1100000
Redmond,1470,2.5,3,2,98053,491150
Federal Way,2500,2.75,4,1,98003,390000
Kent,2641,2.5,4,2,98031,393000
Sammamish,2260,2,4,2,98074,635000
Seattle,1160,1,2,1,98117,490000
Seattle,3680,3.5,4,2.5,98112,770000
Seattle,1615,2,2,1.5,98103,665000
Renton,1250,1,3,1,98058,287000
Seattle,1230,1,3,1,98116,410000
Seattle,2510,2,3,1,98106,562000
Redmond,1540,2,2,2,98053,475000
Seattle,1860,3.25,3,3,98125,387500
Bellevue,2700,2,5,1,98007,580000
Redmond,3290,2.5,3,2,98052,930000
Black Diamond,2700,1.75,3,1,98010,625000
Renton,1570,2,3,1,98058,325000
Renton,1950,1.75,3,1,98055,235000
Seattle,1380,1,2,1,98115,450000
Seattle,2410,2.75,4,1.5,98116,745000
Federal Way,1200,2,4,1,98023,223000
Seattle,1770,1.75,4,1,98115,630000
Seattle,1540,2.5,3,3,98103,413450
Redmond,2860,2.75,5,2,98052,720000
Kent,1740,1.5,3,1,98042,339000
Seattle,2830,3.5,4,1.5,98144,1120000
Issaquah,4280,4,5,2,98027,839000
Seattle,3890,3.25,4,2,98105,2950000
Sammamish,2340,2,4,1,98075,568000
Kent,1410,2,3,1,98030,269000
Redmond,1350,2,2,1,98052,382000
Seattle,1100,2.25,2,2,98122,574000
Snoqualmie,2070,2.5,3,2,98065,405000
Issaquah,2360,2.5,3,1,98027,572000
Sammamish,2760,2.25,4,2,98074,675000
Seattle,1220,1,4,1.5,98178,165000
Seattle,1220,1,4,1.5,98178,260000
Seattle,1220,1,3,1,98198,196000
Duvall,3020,2.5,3,2,98019,515000
Seattle,3470,3.5,4,2,98125,810000
Renton,2380,2.25,4,2,98055,365650
Seattle,2260,3,3,2,98122,651000
Seattle,720,1,2,1,98106,240000
Kent,1730,2,3,1,98030,299000
Bellevue,2660,2.5,3,2,98006,768000
Seattle,1030,1,2,1,98115,397380
Seattle,2890,3,4,1,98115,476000
Seattle,890,1,3,1,98118,315000
Seattle,1410,2.25,3,1,98118,240000
Seattle,810,1,2,1,98126,325000
Auburn,1370,1.75,3,2,98001,160000
Duvall,2260,2.5,3,2,98019,435000
Issaquah,1430,1.75,3,1,98027,427500
Renton,2510,2.5,5,1,98059,450000
Seattle,1760,1.5,3,1.5,98136,688000
Seattle,1430,1,4,1,98106,285000
Seattle,1510,3.25,3,3,98107,530000
Seattle,1320,1.75,4,1,98148,195000
Kent,1180,1.5,3,1,98032,250200
Bellevue,1560,2.25,3,1,98004,1100000
Redmond,2470,2.5,3,2,98052,732500
Auburn,2190,2.25,3,1,98001,194250
Bellevue,1610,2,4,1,98008,526000
Seattle,2700,2.75,4,2,98155,520000
Seattle,1530,1.75,3,1,98116,526000
Renton,7320,4,5,2,98058,1140000
Seattle,920,1,2,1,98168,202000
Snoqualmie,2990,2.5,4,2,98065,645500
Seattle,720,1,1,1,98198,570000
Seattle,1750,2,3,1.5,98133,325000
Seattle,2410,1,2,2,98116,725000
Kent,1240,1.75,3,1,98042,192000
Kirkland,1010,1,2,1,98033,560000
Seattle,2770,2.75,5,1,98168,283450
Seattle,2800,1.75,4,1,98115,863000
Seattle,1400,2,4,2,98122,815000
Renton,1020,1,2,1,98056,245000
Bellevue,2860,3,4,1,98004,1320000
Bellevue,4270,3.5,4,2,98006,1160000
Snoqualmie,2270,2.5,3,2,98065,480000
Redmond,2560,2.5,4,2,98053,600000
Seattle,900,1,2,1,98146,329950
Kent,2010,2.5,4,2,98042,299500
Seattle,1690,2.5,3,1,98126,460000
Seattle,2310,3.5,5,2,98118,515000
Seattle,1520,2.25,3,3,98103,405000
Seattle,1220,1.5,4,1.5,98107,483000
Kent,2170,2.5,4,2,98031,377000
Seattle,2790,1.75,4,1,98166,568000
Seattle,1760,1.75,2,1,98126,355000
Seattle,2100,1.75,4,1.5,98103,640000
Seattle,1430,1,4,1,98155,270000
Kenmore,2450,3.5,5,2,98028,559950
Kirkland,1820,3,4,1,98034,515000
Seattle,1850,1.75,4,1,98115,352000
Seattle,1870,1.75,3,1,98177,595888
Issaquah,2580,2.25,4,2,98027,588000
Seattle,3680,3.25,4,1,98136,1050000
Federal Way,1750,1.5,3,2,98023,260000
Seattle,3890,3.5,4,2,98112,1600000
Seattle,1000,1,2,1,98117,380000
Redmond,2210,2.5,2,1,98053,802000
Seattle,2850,3.25,4,2.5,98112,1330000
Seattle,2460,2.75,4,2,98122,710000
Duvall,2630,2.5,3,2,98019,600000
Seattle,1750,1,3,2,98115,707900
Federal Way,1100,1,2,1,98023,179950
Redmond,2620,2.5,4,2,98052,683000
Auburn,1200,2,3,1,98001,222400
Seattle,1920,1.5,2,1,98122,517000
Bothell,1690,2.75,3,1,98011,410000
Seattle,1680,1.75,3,1,98117,480000
Renton,3440,1.75,3,1.5,98058,430000
Seattle,2190,1.75,5,1,98133,439950
Sammamish,3270,2.5,4,2,98075,797500
Seattle,1280,1.5,4,1.5,98118,379000
Seattle,1310,1,1,1.5,98122,575000
Federal Way,1660,1,3,1,98003,247500
Kent,2700,2.75,4,2,98042,385000
Seattle,1940,1.75,4,1,98133,423000
Seattle,1520,1.75,3,1,98115,550000
Seattle,1620,1,4,1.5,98116,415000
Bellevue,2090,2.25,3,1,98006,693000
Seattle,1070,1,2,1,98117,543000
Seattle,2000,1.75,5,1,98178,465000
Seattle,1020,2.5,3,2,98106,280000
Seattle,2400,1.25,3,3,98122,1390000
Bellevue,2480,3,6,2,98007,665000
Auburn,1310,1.75,3,1,98002,237950
Kirkland,2420,2.75,4,1,98034,440000
Seattle,1890,1,2,1,98107,618000
Seattle,1860,2.25,3,1.5,98118,572000
Seattle,2500,1.5,3,1.5,98107,725000
Snoqualmie,1970,1,3,1,98065,454000
Seattle,1660,1,4,1.5,98136,535000
Federal Way,1850,2.5,3,1,98023,249000
Vashon,1970,2.75,4,1,98070,395000
Seattle,1890,2,3,1,98125,690000
Seattle,1310,1.5,3,1,98103,526500
Seattle,1870,1.5,4,2,98155,325000
Seattle,1520,3,3,2,98144,495000
Kirkland,3070,3,5,2,98033,825000
Vashon,1400,1.5,3,1.5,98070,383000
Seattle,1960,1.75,3,1,98118,320000
Fall City,2680,2.5,3,1,98024,475000
Maple Valley,2030,2.5,3,2,98038,275000
Seattle,2320,2.25,2,1.5,98115,1150000
Seattle,1760,1.75,3,1,98155,455000
Seattle,1870,1,5,1,98168,262000
Seattle,1280,1,4,1,98136,390000
Federal Way,1730,2.25,3,1,98023,300000
Seattle,2060,1.75,3,1,98136,746300
Seattle,1030,1.5,3,1,98148,267000
Kirkland,1720,2.5,3,1.5,98034,525000
Kirkland,1210,1.75,3,1,98033,570000
Seattle,2620,2.25,4,1,98166,360000
Sammamish,1860,1,3,1,98074,1050000
Issaquah,2510,2.5,3,2,98029,699950
Maple Valley,2040,2.5,4,1.5,98038,375000
Seattle,2410,1.75,4,1,98103,625000
Seattle,780,1,2,1,98116,464050
Bothell,2210,2.5,5,1,98011,470000
Renton,1590,2,4,1,98058,330000
Bellevue,2230,1.75,4,1,98008,537000
Auburn,1560,2,3,1,98092,250000
Sammamish,2950,2.5,4,2,98075,835000
Seattle,1480,1,4,1.5,98103,770000
Seattle,2850,2,4,1.5,98144,650000
Seattle,2390,1.75,3,1,98168,335000
Renton,1740,1.75,3,1,98059,350000
Seattle,2060,2.75,5,1,98118,415000
Bellevue,2680,2.5,4,2,98006,788000
Seattle,3150,2.75,4,1.5,98115,640000
Renton,2440,2.5,4,2,98058,388000
Kirkland,2230,1.75,6,1,98034,360000
Kirkland,2230,1.75,6,1,98034,692500
Seattle,1600,1.5,4,1.5,98118,425000
Seattle,1600,1.5,4,1.5,98118,645000
Seattle,1580,1,3,1.5,98146,340000
Redmond,2840,3.25,4,1,98053,713000
Seattle,2550,2.75,3,2,98155,430000
Federal Way,1700,2.25,3,1,98003,280000
Federal Way,1470,2,3,1.5,98003,215000
Renton,1680,2.5,3,2,98058,306000
Seattle,1110,1,3,1,98155,299900
Bellevue,2120,1.75,5,1,98008,534000
Seattle,2380,2.75,3,2,98105,1160000
Seattle,2670,2.5,3,2,98144,1170000
Enumclaw,890,1,2,1,98022,199990
Bellevue,3140,3,4,1,98006,946000
Seattle,1260,1,4,1.5,98125,295000
Seattle,920,1,2,1,98118,475000
Fall City,2990,3.5,5,2,98024,750000
Seattle,3120,2.5,4,2,98198,1230000
Auburn,1010,1,3,1,98001,183500
Seattle,1010,1,2,1,98144,450000
Seattle,1020,1,3,1.5,98118,180000
Seattle,3540,4.5,5,2,98188,707000
Seattle,900,0.75,2,1,98146,230000
Federal Way,1100,1,3,1,98023,192500
Maple Valley,1990,2.5,3,2,98038,309000
Seattle,1980,1.5,3,1,98199,759000
Renton,4040,3.75,4,2,98059,1120000
Bellevue,1250,1.75,5,1,98007,462000
Seattle,1820,1.5,4,1.5,98125,229000
Seattle,1140,2.25,2,2,98103,399950
Renton,1730,2,5,1,98056,325000
Seattle,1170,2.25,2,3,98107,512000
Maple Valley,2910,2.75,5,2,98038,410000
Seattle,970,1,2,1,98118,210000
Kent,2130,2.25,4,1,98030,325000
Issaquah,2520,2.5,3,1,98027,685000
Seattle,1360,2,2,1,98115,488000
Auburn,1620,2.25,3,1,98002,247500
Seattle,2120,2,4,1,98125,489000
Seattle,2700,1.75,4,1,98199,725000
Seattle,1370,1.5,3,1.5,98168,199950
Bellevue,2520,3,5,2,98008,670000
Seattle,1540,2,3,1,98198,275000
Seattle,2610,1.75,3,2,98109,1000000
Kent,1490,2,3,1.5,98031,255000
Bellevue,2760,1.75,3,1,98007,465000
Kent,1260,1.75,3,1,98042,259000
Issaquah,2630,3.5,3,2,98027,695000
Woodinville,1800,1.75,3,1,98072,505000
Seattle,1130,1,2,1,98109,631500
Seattle,1180,1,3,1.5,98112,630500
Sammamish,2800,2.75,4,2,98075,999000
Seattle,1830,1.5,3,1,98119,740000
Seattle,2220,2.5,3,1.5,98115,650000
Redmond,1870,2,2,1,98053,554000
Redmond,2580,2.5,3,1.5,98053,400000
Bellevue,1660,2,3,1,98005,529941
Seattle,1330,1,3,1.5,98118,310000
Seattle,1330,1,3,1.5,98118,389000
Redmond,2630,3,3,2,98052,731781
Seattle,1100,1,2,1,98116,502501
Bellevue,1810,1.75,3,1,98008,443000
Seattle,2060,2,3,1,98144,607000
Seattle,4660,3.5,3,2,98102,2150000
Redmond,2370,2.5,4,1,98052,585000
Bellevue,2430,2.5,3,2,98004,1030000
Kent,1880,2.5,3,2,98031,315000
Renton,1150,1,2,1,98056,180000
Duvall,1350,2,3,1,98019,322500
Redmond,2180,2.75,3,1,98052,568500
Seattle,3370,2.75,4,1,98144,813000
Mercer Island,3650,2.25,5,1,98040,1090000
Seattle,2100,2,4,2,98155,424000
Seattle,670,1,2,1,98108,235000
Seattle,2420,3.5,3,2,98122,740000
Seattle,760,1,1,1,98122,415000
Redmond,2200,2.75,3,1,98053,432000
Woodinville,4410,3.25,5,2,98072,1270000
Seattle,1300,1.75,3,1,98122,676500
